date,value
2005-05-17,4852.35
2005-05-18,4832.62
2005-05-19,4857.32
2005-05-20,4846.37
2005-05-23,4883.05
2005-05-24,4902.8
2005-05-25,4920.54
2005-05-26,4896.44
2005-05-27,4937.82
2005-05-30,4917.01
2005-05-31,4999.54
2005-06-01,5030.3
2005-06-02,5006.87
2005-06-03,5055.46
2005-06-04,5077.34
2005-06-06,5102.8
2005-06-07,5172.84
2005-06-08,5211.19
2005-06-09,5191.18
2005-06-10,5143.74
2005-06-13,5162.6
2005-06-14,5163.06
2005-06-15,5154.01
2005-06-16,5096.39
2005-06-17,5047.3
2005-06-20,4997.88
2005-06-21,5029.41
2005-06-22,5062.2
2005-06-23,5105.44
2005-06-24,5104.29
2005-06-27,5103.54
2005-06-28,5026.2
2005-06-29,5064.17
2005-06-30,5043.25
2005-07-01,5156.38
2005-07-04,5238.92
2005-07-05,5194.04
2005-07-06,5284.32
2005-07-07,5213.44
2005-07-08,5321
2005-07-11,5377.97
2005-07-12,5418.64
2005-07-13,5427.2
2005-07-14,5415.98
2005-07-15,5442.76
2005-07-18,5521.09
2005-07-19,5554.07
2005-07-20,5577.23
2005-07-21,5536.88
2005-07-22,5621.32
2005-07-25,5655.35
2005-07-26,5671.42
2005-07-27,5696.04
2005-07-29,5659.68
2005-08-01,5694.26
2005-08-02,5758.17
2005-08-03,5766.54
2005-08-04,5810.82
2005-08-05,5846.84
2005-08-08,5724.52
2005-08-09,5716.12
2005-08-10,5832.11
2005-08-11,5852.85
2005-08-12,5861.94
2005-08-16,5856.64
2005-08-17,5904.01
2005-08-18,5866.44
2005-08-19,5842.46
2005-08-22,5767.37
2005-08-23,5646.01
2005-08-24,5577.19
2005-08-25,5612.52
2005-08-26,5731.78
2005-08-29,5697.25
2005-08-30,5785.62
2005-08-31,5826.57
2005-09-01,5838.91
2005-09-02,5858.81
2005-09-05,5884.24
2005-09-06,5886.84
2005-09-08,5920.39
2005-09-09,5946.2
2005-09-12,6044.11
2005-09-13,6111.92
2005-09-14,6069.23
2005-09-15,6120.32
2005-09-16,6160.17
2005-09-19,6240.49
2005-09-20,6216.11
2005-09-21,6105.32
2005-09-22,5801.63
2005-09-23,5828.1
2005-09-26,6010.88
2005-09-27,6051.54
2005-09-28,6081.07
2005-09-29,6025.76
2005-09-30,6117.63
2005-10-03,6195.84
2005-10-04,6270.01
2005-10-05,6197.74
2005-10-06,6101.95
2005-10-07,6060.25
2005-10-10,6012.09
2005-10-11,6050.61
2005-10-13,5975.75
2005-10-14,5847.83
2005-10-17,5789.23
2005-10-18,5751.74
2005-10-19,5605.53
2005-10-20,5471.32
2005-10-21,5538.34
2005-10-24,5491.85
2005-10-25,5518.79
2005-10-26,5518.79
2005-10-27,5376.27
2005-10-28,5326.79
2005-10-31,5443.22
2005-11-01,5485.71
2005-11-02,5518.85
2005-11-07,5591.53
2005-11-08,5678.35
2005-11-09,5666.23
2005-11-10,5678.18
2005-11-11,5759.59
2005-11-14,5792.44
2005-11-16,5871.36
2005-11-17,5901.09
2005-11-18,5907.56
2005-11-21,5849.36
2005-11-22,5808.26
2005-11-23,5827.48
2005-11-24,5888.04
2005-11-25,6016.15
2005-11-26,6098.36
2005-11-28,6134.44
2005-11-29,6117.7
2005-11-30,6052.58
2005-12-01,6138.83
2005-12-02,6194.37
2005-12-05,6177.74
2005-12-06,6135.14
2005-12-07,6164.93
2005-12-08,6194.54
2005-12-09,6228.6
2005-12-12,6234.84
2005-12-13,6298.69
2005-12-14,6355.56
2005-12-15,6236.15
2005-12-16,6318.89
2005-12-19,6425.83
2005-12-20,6403.95
2005-12-21,6397.13
2005-12-22,6408.8
2005-12-23,6338.47
2005-12-26,6157.5
2005-12-27,6316.93
2005-12-28,6297.18
2005-12-29,6290.65
2005-12-30,6399.62
2006-01-02,6413.24
2006-01-03,6513.89
2006-01-04,6615.23
2006-01-05,6723.09
2006-01-06,6767.19
2006-01-09,6770.83
2006-01-10,6687.72
2006-01-12,6698.23
2006-01-13,6710.94
2006-01-16,6651.51
2006-01-17,6581.46
2006-01-18,6523.02
2006-01-19,6633.9
2006-01-20,6716.83
2006-01-23,6734.73
2006-01-24,6695.4
2006-01-25,6647.7
2006-01-27,6844.46
2006-01-30,6761.18
2006-01-31,6794.79
2006-02-01,6701.24
2006-02-02,6716.51
2006-02-03,6729.56
2006-02-06,6778.26
2006-02-07,6874.98
2006-02-08,6887.17
2006-02-10,6976.73
2006-02-13,7033
2006-02-14,6989.66
2006-02-15,6954.64
2006-02-16,6958.34
2006-02-17,6818.67
2006-02-20,6749.39
2006-02-21,6794.52
2006-02-22,6779.84
2006-02-23,6698.3
2006-02-24,6833.81
2006-02-27,6878.19
2006-02-28,6895.76
2006-03-01,6980.59
2006-03-02,7096.18
2006-03-03,7146.66
2006-03-06,7198.68
2006-03-07,7255.38
2006-03-08,7125.05
2006-03-09,7161.87
2006-03-10,7234.23
2006-03-13,7225.38
2006-03-14,7206.48
2006-03-16,7272.14
2006-03-17,7262.23
2006-03-20,7310.03
2006-03-21,7293.85
2006-03-22,7220.67
2006-03-23,7234.02
2006-03-24,7314.95
2006-03-27,7322.63
2006-03-28,7238.36
2006-03-29,7275.81
2006-03-30,7244.54
2006-03-31,7412.75
2006-04-03,7565.75
2006-04-04,7686.04
2006-04-05,7806.38
2006-04-07,7689.97
2006-04-10,7739.51
2006-04-12,7631.88
2006-04-13,7380.24
2006-04-17,7529.15
2006-04-18,7641.88
2006-04-19,7628.35
2006-04-20,7673.44
2006-04-21,7630.37
2006-04-24,7636.33
2006-04-25,7536.32
2006-04-26,7659.33
2006-04-27,7611.41
2006-04-28,7714.37
2006-04-29,7926.64
2006-05-02,8040.17
2006-05-03,8138.22
2006-05-04,8208.51
2006-05-05,8232.84
2006-05-08,8239.72
2006-05-09,8249.84
2006-05-10,8342.01
2006-05-11,8293.96
2006-05-12,8177.01
2006-05-15,7749.43
2006-05-16,7704.63
2006-05-17,7910.81
2006-05-18,7265.5
2006-05-19,6915.83
2006-05-22,6439.2
2006-05-23,6768.05
2006-05-24,6665.31
2006-05-25,6584.8
2006-05-26,6811.68
2006-05-29,6968.23
2006-05-30,6910.95
2006-05-31,6750.45
2006-06-01,6543.74
2006-06-02,6625.52
2006-06-05,6490.57
2006-06-06,6337.77
2006-06-07,5926.88
2006-06-08,5414.95
2006-06-09,5863.68
2006-06-12,5733.37
2006-06-13,5374.25
2006-06-14,5245.48
2006-06-15,5566.12
2006-06-16,5852.33
2006-06-19,5972.99
2006-06-20,5933.89
2006-06-21,6038.95
2006-06-22,6193.65
2006-06-23,6193.07
2006-06-25,6232.41
2006-06-26,5907.5
2006-06-27,5901.22
2006-06-28,5853.4
2006-06-29,5877.25
2006-06-30,6123.8
2006-07-03,6134.97
2006-07-04,6126.08
2006-07-05,6208.73
2006-07-06,6181.72
2006-07-07,6032.81
2006-07-10,6092.53
2006-07-11,6093.46
2006-07-12,6149.72
2006-07-13,6145.52
2006-07-14,6081.29
2006-07-17,5902.53
2006-07-18,5785.83
2006-07-19,5617.03
2006-07-20,5776.64
2006-07-21,5647.23
2006-07-24,5737.49
2006-07-25,5901.97
2006-07-26,5993.11
2006-07-27,6047.14
2006-07-28,6144.06
2006-07-31,6225.8
2006-08-01,6189.92
2006-08-02,6279.54
2006-08-03,6285.44
2006-08-04,6236.01
2006-08-07,6267.06
2006-08-08,6353.61
2006-08-09,6460.12
2006-08-10,6557.05
2006-08-11,6602.75
2006-08-14,6695.02
2006-08-16,6815.47
2006-08-17,6784.11
2006-08-18,6789.06
2006-08-21,6909.11
2006-08-22,6923.08
2006-08-23,6788.72
2006-08-24,6837.03
2006-08-25,6931.09
2006-08-28,6978.59
2006-08-29,7011.9
2006-08-30,7010.49
2006-08-31,6941.49
2006-09-01,7027.51
2006-09-04,7137.2
2006-09-05,7215.34
2006-09-06,7275.48
2006-09-07,7252.74
2006-09-08,7290.67
2006-09-11,7006.51
2006-09-12,7110.97
2006-09-13,7277.98
2006-09-14,7341.48
2006-09-15,7344.35
2006-09-18,7368.96
2006-09-19,7275.47
2006-09-20,7312.54
2006-09-21,7399.77
2006-09-22,7386.56
2006-09-25,7333
2006-09-26,7383.87
2006-09-27,7483.5
2006-09-28,7598.74
2006-09-29,7613.13
2006-10-03,7607.75
2006-10-04,7561.38
2006-10-05,7689.84
2006-10-06,7713.69
2006-10-09,7744.57
2006-10-10,7737.78
2006-10-11,7632.71
2006-10-12,7743.69
2006-10-13,7782.8
2006-10-16,7809.6
2006-10-17,7785.27
2006-10-18,7789.77
2006-10-19,7677.86
2006-10-20,7695.98
2006-10-21,7743.76
2006-10-23,7669.79
2006-10-26,7762.17
2006-10-27,7873.87
2006-10-30,7949.13
2006-10-31,7979.65
2006-11-01,7976.84
2006-11-02,8024.56
2006-11-03,8050.46
2006-11-06,8100.05
2006-11-07,8099.88
2006-11-08,8047.64
2006-11-09,8055.66
2006-11-10,8131.87
2006-11-13,8186.44
2006-11-14,8184.22
2006-11-15,8262.6
2006-11-16,8301.79
2006-11-17,8121.4
